date,Kabupaten,NDVI_8Day_Mean
2014-06-169,Bandung,0.6421759968417913
2014-06-169,Kota Cimahi,0.3669705825044899
2014-06-169,Kota Tasikmalaya,0.6413411256502478
2014-06-169,Tasikmalaya,0.7674184801356452
2014-06-169,Ciamis,0.6721026435678192
2014-06-169,Kota Banjar,0.6784310950705967
2014-06-169,Bekasi,0.4696990877180879
2014-06-169,Bogor,0.7190207861950583
2014-06-169,Cianjur,0.769386286698223
2014-06-169,Cirebon,0.5061416722162502
2014-06-169,Garut,0.7019477243137615
2014-06-169,Indramayu,0.48381866173567917
2014-06-169,Karawang,0.45297854493131995
2014-06-169,Kota Bandung,0.34515842149227627
2014-06-169,Kota Bogor,0.5393900364024667
2014-06-169,Kota Cirebon,0.4052290390182533
2014-06-169,Kota Sukabumi,0.6029864258857067
2014-06-169,Kuningan,0.5414419691068412
2014-06-169,Majalengka,0.6457568338779225
2014-06-169,Purwakarta,0.6854842423219343
2014-06-169,Subang,0.5641390927175683
2014-06-169,Sukabumi,0.7780182680701119
2014-06-169,Sumedang,0.6848444831750247
2014-06-169,Kota Bekasi,0.3877351921892946
2014-06-169,Kota Depok,0.5288669296621532
2014-06-177,Bandung,0.7228721501354848
2014-06-177,Kota Cimahi,0.3652621348129141
2014-06-177,Kota Tasikmalaya,0.36469150975803544
2014-06-177,Tasikmalaya,0.4379782667807196
2014-06-177,Ciamis,0.43547215180821086
2014-06-177,Kota Banjar,0.42537504320293734
2014-06-177,Bekasi,0.462433163607129
2014-06-177,Bogor,0.7313200935116815
2014-06-177,Cianjur,0.7907660680363602
2014-06-177,Cirebon,0.5880751787855942
2014-06-177,Garut,0.705877194125758
2014-06-177,Indramayu,0.5292397743738229
2014-06-177,Karawang,0.4682859060928011
2014-06-177,Kota Bandung,0.37474917920022793
2014-06-177,Kota Bogor,0.5253663502150423
2014-06-177,Kota Cirebon,0.48725617244783564
2014-06-177,Kota Sukabumi,0.5685783963409987
2014-06-177,Kuningan,0.6965461716452971
2014-06-177,Majalengka,0.6760419126835315
2014-06-177,Purwakarta,0.7171761121112918
2014-06-177,Subang,0.6233568627770785
2014-06-177,Sukabumi,0.785390756958378
2014-06-177,Sumedang,0.7996933496039614
2014-06-177,Kota Bekasi,0.38895966550357636
2014-06-177,Kota Depok,0.5247772304532052
2014-07-185,Bandung,0.5173859309183917
2014-07-185,Kota Cimahi,0.3557742178752642
2014-07-185,Kota Tasikmalaya,0.1516411024377765
2014-07-185,Tasikmalaya,0.28448275354724484
2014-07-185,Ciamis,0.3509502586700787
2014-07-185,Kota Banjar,0.3763352450520719
2014-07-185,Bekasi,0.44829885584761336
2014-07-185,Bogor,0.6769000543311442
2014-07-185,Cianjur,0.5155591816960178
2014-07-185,Cirebon,0.43819931755020264
2014-07-185,Garut,0.5033941003715762
2014-07-185,Indramayu,0.4175770218128137
2014-07-185,Karawang,0.41878508805249925
2014-07-185,Kota Bandung,0.36637839712248566
2014-07-185,Kota Bogor,0.5250758272397439
2014-07-185,Kota Cirebon,0.4101623680707224
2014-07-185,Kota Sukabumi,0.5232545571281256
2014-07-185,Kuningan,0.4622503299527927
2014-07-185,Majalengka,0.5052584425993916
2014-07-185,Purwakarta,0.6248984779054361
2014-07-185,Subang,0.5112256598480447
2014-07-185,Sukabumi,0.5071832231367129
2014-07-185,Sumedang,0.6028256893279192
2014-07-185,Kota Bekasi,0.3842550286420619
2014-07-185,Kota Depok,0.5317028024266219
2014-07-193,Bandung,0.7272900745217509
2014-07-193,Kota Cimahi,0.35688622675337206
2014-07-193,Kota Tasikmalaya,0.45696144787244336
2014-07-193,Tasikmalaya,0.6305612898641686
