date,Kabupaten,MODIS_LST_Mean,MODIS_LST_Max,MODIS_LST_Percentile95,MODIS_Cloud_Cover_Percentage,MODIS_Max_Lon,MODIS_Max_Lat
2015-11-331,Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Ciamis,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Cianjur,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Garut,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Indramayu,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Karawang,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Kota Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Kota Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Kota Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Kota Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Kuningan,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Majalengka,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Purwakarta,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Subang,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Sukabumi,31.010000000000048,31.010000000000048,31.010000000000048,99.97599351542488,,
2015-11-331,Sumedang,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Kota Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-331,Kota Depok,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Ciamis,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Cianjur,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Garut,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Indramayu,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Karawang,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Kota Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Kota Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Kota Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Kota Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Kuningan,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Majalengka,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Purwakarta,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Subang,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Sumedang,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Kota Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-332,Kota Depok,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Ciamis,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Cianjur,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Garut,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Indramayu,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Karawang,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Kota Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Kota Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Kota Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Kota Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Kuningan,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Majalengka,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Purwakarta,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Subang,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Sumedang,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Kota Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-333,Kota Depok,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Bandung,30.81347826086958,32.89000000000004,32.31,99.26517571884985,,
2015-11-334,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Ciamis,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Bogor,28.874516129032283,31.310000000000002,31.05000000000001,97.93521458226947,,
2015-11-334,Cianjur,30.010524145813815,31.77000000000004,31.390000000000043,97.34008130575654,,
2015-11-334,Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Garut,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Indramayu,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Karawang,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Kota Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Kota Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Kota Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Kota Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Kuningan,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Majalengka,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Purwakarta,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Subang,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Sukabumi,30.179635914509745,32.59000000000003,31.702000000000044,89.48120574687003,,
2015-11-334,Sumedang,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Kota Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-11-334,Kota Depok,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Ciamis,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Cianjur,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Garut,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Indramayu,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Karawang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Kota Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Kota Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Kota Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Kota Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Kuningan,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Majalengka,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Purwakarta,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Subang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Sumedang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Kota Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-335,Kota Depok,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Bandung,34.13515114873037,34.610000000000014,34.610000000000014,99.89638539121718,,
2015-12-336,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Ciamis,27.99351535836182,29.090000000000032,29.090000000000032,99.91509424394033,,
2015-12-336,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Cianjur,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Garut,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Indramayu,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Karawang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Kota Bandung,34.610000000000014,34.610000000000014,34.610000000000014,99.5509121370067,,
2015-12-336,Kota Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Kota Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Kota Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Kuningan,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Majalengka,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Purwakarta,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Subang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Sumedang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Kota Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-336,Kota Depok,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Ciamis,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Cianjur,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Garut,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Indramayu,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Karawang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Kota Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Kota Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Kota Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Kota Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Kuningan,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Majalengka,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Purwakarta,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Subang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Sumedang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Kota Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-337,Kota Depok,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Bandung,28.30920325551513,36.190000000000055,33.110000000000014,97.6600889557101,,
2015-12-338,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Ciamis,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Cianjur,29.14063921993504,30.07000000000005,30.07000000000005,99.8997793625837,,
2015-12-338,Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Garut,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Indramayu,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Karawang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Kota Bandung,36.190000000000055,36.190000000000055,36.190000000000055,99.59977661950855,,
2015-12-338,Kota Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Kota Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Kota Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Kuningan,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Majalengka,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Purwakarta,26.96847512784755,27.810000000000002,27.810000000000002,99.14990653319158,,
2015-12-338,Subang,27.940000000000026,28.150000000000034,28.150000000000034,99.90702558437154,,
2015-12-338,Sukabumi,28.34333333333337,28.950000000000045,28.950000000000045,99.78394163882385,,
2015-12-338,Sumedang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Kota Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-338,Kota Depok,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Ciamis,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Cianjur,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Garut,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Indramayu,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Karawang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Kota Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Kota Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Kota Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Kota Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Kuningan,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Majalengka,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Purwakarta,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Subang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Sumedang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Kota Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-339,Kota Depok,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Bandung,31.29522969883157,34.81,33.83000000000004,91.06822025934974,,
2015-12-340,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Ciamis,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Cianjur,33.35247076718322,36.59000000000003,35.150000000000034,90.8626575516196,,
2015-12-340,Cirebon,38.2866666666667,43.77000000000004,43.77000000000004,98.23408561029848,,
2015-12-340,Garut,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Indramayu,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Karawang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Kota Bandung,33.96931785195939,35.210000000000036,35.210000000000036,96.79355919583023,,
2015-12-340,Kota Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Kota Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Kota Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Kuningan,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Majalengka,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Purwakarta,30.393537924151733,33.59000000000003,32.77000000000004,93.66401745240701,,
2015-12-340,Subang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Sukabumi,30.04625000000002,31.970000000000027,31.970000000000027,99.61589624679796,,
2015-12-340,Sumedang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Kota Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-340,Kota Depok,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Ciamis,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Cianjur,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Garut,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Indramayu,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Karawang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Kota Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Kota Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Kota Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Kota Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Kuningan,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Majalengka,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Purwakarta,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Subang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Sumedang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Kota Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-341,Kota Depok,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Ciamis,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Cianjur,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Garut,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Indramayu,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Karawang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Kota Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Kota Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Kota Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Kota Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Kuningan,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Majalengka,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Purwakarta,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Subang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Sumedang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Kota Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-342,Kota Depok,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Bandung,29.338392670345936,32.63000000000005,31.410000000000025,93.053185491449,,
2015-12-343,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Ciamis,27.966596324029975,28.470000000000027,28.470000000000027,99.78715604837599,,
2015-12-343,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Bogor,30.39734167367277,32.93000000000001,32.525000000000034,89.59209713502858,,
2015-12-343,Cianjur,30.115365362002375,32.63000000000005,31.650000000000034,98.70722978431388,,
2015-12-343,Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Garut,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Indramayu,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Karawang,29.45743529411767,29.730000000000018,29.730000000000018,99.91328990347635,,
2015-12-343,Kota Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Kota Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Kota Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Kota Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Kuningan,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Majalengka,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Purwakarta,28.583688325489625,30.99000000000001,30.950000000000045,89.58704664645832,,
2015-12-343,Subang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Sukabumi,29.262918070488176,33.63000000000005,31.41500000000002,91.81284732911391,,
2015-12-343,Sumedang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Kota Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-343,Kota Depok,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Tasikmalaya,32.443879598662235,33.370000000000005,33.03000000000003,98.13827579254479,,
2015-12-344,Ciamis,31.23666666666669,31.930000000000007,31.930000000000007,99.77831773588515,,
2015-12-344,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Cianjur,31.862432432432453,32.670000000000016,32.57000000000005,97.95106887535722,,
2015-12-344,Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Garut,32.511969571231006,33.190000000000055,32.99000000000001,99.08509502104408,,
2015-12-344,Indramayu,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Karawang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Kota Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Kota Bogor,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Kota Cirebon,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Kota Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Kuningan,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Majalengka,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Purwakarta,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Subang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Sukabumi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Sumedang,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Kota Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-344,Kota Depok,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-345,Bandung,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-345,Kota Cimahi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-345,Kota Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-345,Tasikmalaya,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-345,Ciamis,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-345,Kota Banjar,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-345,Bekasi,NaN,NaN,NaN,100.0,NaN,NaN
2015-12-345,Bogor,NaN,NaN,NaN,100.0,NaN,NaN
